SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run4,SE5_A#1_run4,SE5_A#1_run4,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run6,SE5_B#2_run6,SE5_B#2_run6,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run8,SE5_B#1_run8,SE5_B#1_run8,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run2,SE5_E#1_run2,SE5_E#1_run2,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run4,SE5_E#2_run4,SE5_E#2_run4
Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time
mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.57255,1.935,246.6,-1.33062,1.935,246.6,-2.4193,1.935,246.6,-2.54027,1.935,246.6,-2.29834,1.935,246.6,-2.4193,1.935,246.6,10.6449,2.465,246.6,0,1.935,246.6,-0.24193,1.935,246.6,0,1.935,246.6
-1.69351,1.933,246.8,-1.45158,1.933,246.8,-2.54027,1.933,246.8,-2.54027,1.933,246.8,-2.29834,1.933,246.8,-2.29834,1.933,246.8,10.6449,2.467,246.8,0,1.933,246.8,-0.24193,1.933,246.8,0,1.933,246.8
-1.69351,1.931,247,-1.33062,1.931,247,-2.66123,1.931,247,-2.4193,1.931,247,-2.29834,1.931,247,-2.54027,1.931,247,10.6449,2.469,247,0,1.931,247,-0.362896,1.931,247,0,1.931,247
-1.93544,1.929,247.2,-1.45158,1.929,247.2,-2.66123,1.929,247.2,-2.54027,1.929,247.2,-2.4193,1.929,247.2,-2.66123,1.929,247.2,10.7659,2.471,247.2,0,1.929,247.2,-0.362896,1.929,247.2,-0.120965,1.929,247.2
-1.93544,1.927,247.4,-1.33062,1.927,247.4,-2.66123,1.927,247.4,-2.54027,1.927,247.4,-2.4193,1.927,247.4,-2.66123,1.927,247.4,10.8869,2.473,247.4,-0.120965,1.927,247.4,-0.362896,1.927,247.4,-0.120965,1.927,247.4
-1.93544,1.925,247.6,-1.57255,1.925,247.6,-2.66123,1.925,247.6,-2.66123,1.925,247.6,-2.54027,1.925,247.6,-2.54027,1.925,247.6,10.7659,2.475,247.6,-0.120965,1.925,247.6,-0.362896,1.925,247.6,-0.120965,1.925,247.6
-2.05641,1.923,247.8,-1.57255,1.923,247.8,-2.7822,1.923,247.8,-2.66123,1.923,247.8,-2.54027,1.923,247.8,-2.7822,1.923,247.8,10.8869,2.477,247.8,-0.120965,1.923,247.8,-0.362896,1.923,247.8,-0.120965,1.923,247.8
-2.05641,1.921,248,-1.57255,1.921,248,-2.90317,1.921,248,-2.66123,1.921,248,-2.4193,1.921,248,-2.66123,1.921,248,11.0078,2.479,248,-0.24193,1.921,248,-0.362896,1.921,248,-0.120965,1.921,248
-2.17737,1.919,248.2,-1.57255,1.919,248.2,-2.90317,1.919,248.2,-2.66123,1.919,248.2,-2.54027,1.919,248.2,-2.7822,1.919,248.2,10.7659,2.481,248.2,-0.24193,1.919,248.2,-0.483861,1.919,248.2,-0.362896,1.919,248.2
-2.17737,1.917,248.4,-1.69351,1.917,248.4,-2.90317,1.917,248.4,-2.7822,1.917,248.4,-2.54027,1.917,248.4,-2.66123,1.917,248.4,10.8869,2.483,248.4,-0.24193,1.917,248.4,-0.362896,1.917,248.4,-0.24193,1.917,248.4
-2.17737,1.915,248.6,-1.81448,1.915,248.6,-3.02413,1.915,248.6,-2.7822,1.915,248.6,-2.66123,1.915,248.6,-2.90317,1.915,248.6,10.8869,2.485,248.6,-0.24193,1.915,248.6,-0.483861,1.915,248.6,-0.362896,1.915,248.6
-2.17737,1.913,248.8,-1.69351,1.913,248.8,-3.02413,1.913,248.8,-2.90317,1.913,248.8,-2.66123,1.913,248.8,-2.7822,1.913,248.8,11.1288,2.487,248.8,-0.24193,1.913,248.8,-0.604826,1.913,248.8,-0.362896,1.913,248.8
-2.29834,1.911,249,-1.69351,1.911,249,-3.1451,1.911,249,-3.02413,1.911,249,-2.7822,1.911,249,-2.90317,1.911,249,11.0078,2.489,249,-0.362896,1.911,249,-0.604826,1.911,249,-0.483861,1.911,249
-2.4193,1.909,249.2,-1.81448,1.909,249.2,-3.02413,1.909,249.2,-2.90317,1.909,249.2,-2.66123,1.909,249.2,-2.90317,1.909,249.2,11.0078,2.491,249.2,-0.483861,1.909,249.2,-0.483861,1.909,249.2,-0.483861,1.909,249.2
-2.4193,1.907,249.4,-1.81448,1.907,249.4,-3.1451,1.907,249.4,-3.02413,1.907,249.4,-2.7822,1.907,249.4,-3.02413,1.907,249.4,11.0078,2.493,249.4,-0.483861,1.907,249.4,-0.483861,1.907,249.4,-0.604826,1.907,249.4
-2.4193,1.905,249.6,-1.81448,1.905,249.6,-3.1451,1.905,249.6,-2.90317,1.905,249.6,-2.7822,1.905,249.6,-2.90317,1.905,249.6,11.0078,2.495,249.6,-0.362896,1.905,249.6,-0.604826,1.905,249.6,-0.604826,1.905,249.6
-2.66123,1.903,249.8,-1.93544,1.903,249.8,-3.1451,1.903,249.8,-2.90317,1.903,249.8,-2.7822,1.903,249.8,-3.02413,1.903,249.8,11.1288,2.497,249.8,-0.604826,1.903,249.8,-0.725791,1.903,249.8,-0.725791,1.903,249.8
-2.66123,1.901,250,-1.81448,1.901,250,-3.26606,1.901,250,-3.02413,1.901,250,-2.66123,1.901,250,-3.02413,1.901,250,11.1288,2.499,250,-0.604826,1.901,250,-0.604826,1.901,250,-0.725791,1.901,250
-2.54027,1.899,250.2,-1.93544,1.899,250.2,-3.1451,1.899,250.2,-3.02413,1.899,250.2,-2.90317,1.899,250.2,-3.02413,1.899,250.2,11.1288,2.501,250.2,-0.725791,1.899,250.2,-0.725791,1.899,250.2,-0.725791,1.899,250.2
-2.54027,1.897,250.4,-1.93544,1.897,250.4,-3.26606,1.897,250.4,-3.02413,1.897,250.4,-2.90317,1.897,250.4,-3.26606,1.897,250.4,11.2498,2.503,250.4,-0.846757,1.897,250.4,-0.725791,1.897,250.4,-0.725791,1.897,250.4
-2.66123,1.895,250.6,-1.81448,1.895,250.6,-3.38703,1.895,250.6,-3.02413,1.895,250.6,-2.90317,1.895,250.6,-3.02413,1.895,250.6,11.1288,2.505,250.6,-0.725791,1.895,250.6,-0.725791,1.895,250.6,-0.846757,1.895,250.6
-2.66123,1.893,250.8,-2.05641,1.893,250.8,-3.38703,1.893,250.8,-3.1451,1.893,250.8,-2.7822,1.893,250.8,-3.02413,1.893,250.8,11.2498,2.507,250.8,-0.725791,1.893,250.8,-0.725791,1.893,250.8,-0.967722,1.893,250.8
-2.7822,1.891,251,-2.17737,1.891,251,-3.38703,1.891,251,-3.1451,1.891,251,-2.90317,1.891,251,-3.02413,1.891,251,11.1288,2.509,251,-0.725791,1.891,251,-0.725791,1.891,251,-0.846757,1.891,251
-2.7822,1.889,251.2,-2.05641,1.889,251.2,-3.38703,1.889,251.2,-3.26606,1.889,251.2,-2.90317,1.889,251.2,-2.90317,1.889,251.2,11.2498,2.511,251.2,-0.846757,1.889,251.2,-0.846757,1.889,251.2,-0.967722,1.889,251.2
-2.90317,1.887,251.4,-2.05641,1.887,251.4,-3.38703,1.887,251.4,-3.1451,1.887,251.4,-3.02413,1.887,251.4,-3.1451,1.887,251.4,11.2498,2.513,251.4,-0.967722,1.887,251.4,-0.846757,1.887,251.4,-0.967722,1.887,251.4
-2.90317,1.885,251.6,-2.05641,1.885,251.6,-3.50799,1.885,251.6,-3.26606,1.885,251.6,-3.02413,1.885,251.6,-3.26606,1.885,251.6,11.1288,2.515,251.6,-0.967722,1.885,251.6,-0.846757,1.885,251.6,-1.08869,1.885,251.6
-2.90317,1.883,251.8,-2.05641,1.883,251.8,-3.50799,1.883,251.8,-3.26606,1.883,251.8,-3.02413,1.883,251.8,-3.26606,1.883,251.8,11.2498,2.517,251.8,-0.967722,1.883,251.8,-0.846757,1.883,251.8,-0.967722,1.883,251.8
-3.02413,1.881,252,-2.17737,1.881,252,-3.50799,1.881,252,-3.26606,1.881,252,-3.02413,1.881,252,-3.26606,1.881,252,11.2498,2.519,252,-1.08869,1.881,252,-0.967722,1.881,252,-1.20965,1.881,252
-2.90317,1.879,252.2,-2.17737,1.879,252.2,-3.50799,1.879,252.2,-3.26606,1.879,252.2,-2.90317,1.879,252.2,-3.26606,1.879,252.2,11.2498,2.521,252.2,-0.967722,1.879,252.2,-0.967722,1.879,252.2,-1.20965,1.879,252.2
-3.02413,1.877,252.4,-2.05641,1.877,252.4,-3.50799,1.877,252.4,-3.26606,1.877,252.4,-2.90317,1.877,252.4,-3.26606,1.877,252.4,11.3707,2.523,252.4,-1.20965,1.877,252.4,-1.08869,1.877,252.4,-1.33062,1.877,252.4
-3.1451,1.875,252.6,-2.17737,1.875,252.6,-3.50799,1.875,252.6,-3.26606,1.875,252.6,-3.1451,1.875,252.6,-3.1451,1.875,252.6,11.2498,2.525,252.6,-1.20965,1.875,252.6,-0.967722,1.875,252.6,-1.20965,1.875,252.6
-3.1451,1.873,252.8,-2.17737,1.873,252.8,-3.62896,1.873,252.8,-3.38703,1.873,252.8,-3.02413,1.873,252.8,-3.38703,1.873,252.8,11.2498,2.527,252.8,-1.20965,1.873,252.8,-1.08869,1.873,252.8,-1.33062,1.873,252.8
-3.26606,1.871,253,-2.29834,1.871,253,-3.62896,1.871,253,-3.26606,1.871,253,-3.1451,1.871,253,-3.26606,1.871,253,11.2498,2.529,253,-1.33062,1.871,253,-0.967722,1.871,253,-1.33062,1.871,253
-3.26606,1.869,253.2,-2.29834,1.869,253.2,-3.50799,1.869,253.2,-3.38703,1.869,253.2,-3.1451,1.869,253.2,-3.26606,1.869,253.2,11.3707,2.531,253.2,-1.20965,1.869,253.2,-1.08869,1.869,253.2,-1.45158,1.869,253.2
-3.26606,1.867,253.4,-2.4193,1.867,253.4,-3.74992,1.867,253.4,-3.26606,1.867,253.4,-3.1451,1.867,253.4,-3.26606,1.867,253.4,11.4917,2.533,253.4,-1.33062,1.867,253.4,-1.08869,1.867,253.4,-1.33062,1.867,253.4
-3.26606,1.865,253.6,-2.4193,1.865,253.6,-3.74992,1.865,253.6,-3.50799,1.865,253.6,-3.02413,1.865,253.6,-3.38703,1.865,253.6,11.6127,2.535,253.6,-1.33062,1.865,253.6,-0.967722,1.865,253.6,-1.33062,1.865,253.6
-3.38703,1.863,253.8,-2.29834,1.863,253.8,-3.62896,1.863,253.8,-3.38703,1.863,253.8,-3.1451,1.863,253.8,-3.26606,1.863,253.8,11.3707,2.537,253.8,-1.33062,1.863,253.8,-0.967722,1.863,253.8,-1.45158,1.863,253.8
-3.26606,1.861,254,-2.4193,1.861,254,-3.62896,1.861,254,-3.38703,1.861,254,-3.26606,1.861,254,-3.38703,1.861,254,11.4917,2.539,254,-1.45158,1.861,254,-0.967722,1.861,254,-1.45158,1.861,254
-3.38703,1.859,254.2,-2.29834,1.859,254.2,-3.74992,1.859,254.2,-3.50799,1.859,254.2,-3.26606,1.859,254.2,-3.38703,1.859,254.2,11.4917,2.541,254.2,-1.45158,1.859,254.2,-0.967722,1.859,254.2,-1.57255,1.859,254.2
-3.38703,1.857,254.4,-2.29834,1.857,254.4,-3.87089,1.857,254.4,-3.62896,1.857,254.4,-3.1451,1.857,254.4,-3.26606,1.857,254.4,11.4917,2.543,254.4,-1.57255,1.857,254.4,-0.967722,1.857,254.4,-1.69351,1.857,254.4
-3.38703,1.855,254.6,-2.4193,1.855,254.6,-3.87089,1.855,254.6,-3.62896,1.855,254.6,-3.26606,1.855,254.6,-3.38703,1.855,254.6,11.4917,2.545,254.6,-1.57255,1.855,254.6,-1.08869,1.855,254.6,-1.57255,1.855,254.6
-3.50799,1.853,254.8,-2.4193,1.853,254.8,-3.74992,1.853,254.8,-3.50799,1.853,254.8,-3.26606,1.853,254.8,-3.26606,1.853,254.8,11.6127,2.547,254.8,-1.57255,1.853,254.8,-1.08869,1.853,254.8,-1.57255,1.853,254.8
-3.50799,1.851,255,-2.4193,1.851,255,-3.87089,1.851,255,-3.50799,1.851,255,-3.26606,1.851,255,-3.38703,1.851,255,11.6127,2.549,255,-1.57255,1.851,255,-1.20965,1.851,255,-1.69351,1.851,255
-3.50799,1.849,255.2,-2.29834,1.849,255.2,-3.87089,1.849,255.2,-3.50799,1.849,255.2,-3.1451,1.849,255.2,-3.26606,1.849,255.2,11.6127,2.551,255.2,-1.81448,1.849,255.2,-1.08869,1.849,255.2,-1.81448,1.849,255.2
-3.50799,1.847,255.4,-2.4193,1.847,255.4,-3.87089,1.847,255.4,-3.50799,1.847,255.4,-3.26606,1.847,255.4,-3.38703,1.847,255.4,11.7336,2.553,255.4,-1.81448,1.847,255.4,-0.967722,1.847,255.4,-1.81448,1.847,255.4
-3.62896,1.845,255.6,-2.4193,1.845,255.6,-3.87089,1.845,255.6,-3.62896,1.845,255.6,-3.26606,1.845,255.6,-3.38703,1.845,255.6,11.7336,2.555,255.6,-1.93544,1.845,255.6,-1.20965,1.845,255.6,-1.93544,1.845,255.6
-3.74992,1.843,255.8,-2.4193,1.843,255.8,-3.87089,1.843,255.8,-3.62896,1.843,255.8,-3.26606,1.843,255.8,-3.26606,1.843,255.8,11.7336,2.557,255.8,-1.81448,1.843,255.8,-1.08869,1.843,255.8,-1.81448,1.843,255.8
-3.74992,1.841,256,-2.4193,1.841,256,-3.74992,1.841,256,-3.62896,1.841,256,-3.26606,1.841,256,-3.38703,1.841,256,11.7336,2.559,256,-1.93544,1.841,256,-1.20965,1.841,256,-2.05641,1.841,256
-3.74992,1.839,256.2,-2.54027,1.839,256.2,-3.99185,1.839,256.2,-3.50799,1.839,256.2,-3.26606,1.839,256.2,-3.38703,1.839,256.2,11.7336,2.561,256.2,-1.93544,1.839,256.2,-1.20965,1.839,256.2,-2.17737,1.839,256.2
-3.74992,1.837,256.4,-2.4193,1.837,256.4,-3.87089,1.837,256.4,-3.62896,1.837,256.4,-3.26606,1.837,256.4,-3.38703,1.837,256.4,11.7336,2.563,256.4,-1.93544,1.837,256.4,-1.08869,1.837,256.4,-2.05641,1.837,256.4
-3.74992,1.835,256.6,-2.54027,1.835,256.6,-3.87089,1.835,256.6,-3.62896,1.835,256.6,-3.26606,1.835,256.6,-3.38703,1.835,256.6,11.7336,2.565,256.6,-1.81448,1.835,256.6,-1.20965,1.835,256.6,-2.05641,1.835,256.6
-3.87089,1.833,256.8,-2.54027,1.833,256.8,-3.99185,1.833,256.8,-3.50799,1.833,256.8,-3.1451,1.833,256.8,-3.26606,1.833,256.8,11.8546,2.567,256.8,-1.93544,1.833,256.8,-1.45158,1.833,256.8,-2.05641,1.833,256.8
-3.74992,1.831,257,-2.66123,1.831,257,-3.87089,1.831,257,-3.62896,1.831,257,-3.26606,1.831,257,-3.38703,1.831,257,11.8546,2.569,257,-1.93544,1.831,257,-1.20965,1.831,257,-2.05641,1.831,257
-3.74992,1.829,257.2,-2.54027,1.829,257.2,-3.87089,1.829,257.2,-3.62896,1.829,257.2,-3.1451,1.829,257.2,-3.38703,1.829,257.2,11.8546,2.571,257.2,-2.05641,1.829,257.2,-1.20965,1.829,257.2,-2.17737,1.829,257.2
-3.87089,1.827,257.4,-2.54027,1.827,257.4,-3.87089,1.827,257.4,-3.62896,1.827,257.4,-3.26606,1.827,257.4,-3.38703,1.827,257.4,11.8546,2.573,257.4,-2.17737,1.827,257.4,-1.33062,1.827,257.4,-2.17737,1.827,257.4
-3.87089,1.825,257.6,-2.54027,1.825,257.6,-4.11282,1.825,257.6,-3.62896,1.825,257.6,-3.26606,1.825,257.6,-3.38703,1.825,257.6,11.8546,2.575,257.6,-2.05641,1.825,257.6,-1.33062,1.825,257.6,-2.17737,1.825,257.6
-3.99185,1.823,257.8,-2.54027,1.823,257.8,-3.87089,1.823,257.8,-3.62896,1.823,257.8,-3.38703,1.823,257.8,-3.38703,1.823,257.8,11.8546,2.577,257.8,-2.17737,1.823,257.8,-1.20965,1.823,257.8,-2.17737,1.823,257.8
-3.99185,1.821,258,-2.54027,1.821,258,-3.87089,1.821,258,-3.62896,1.821,258,-3.38703,1.821,258,-3.38703,1.821,258,11.8546,2.579,258,-2.29834,1.821,258,-1.20965,1.821,258,-2.29834,1.821,258
-3.87089,1.819,258.2,-2.54027,1.819,258.2,-3.99185,1.819,258.2,-3.74992,1.819,258.2,-3.26606,1.819,258.2,-3.38703,1.819,258.2,11.9756,2.581,258.2,-2.17737,1.819,258.2,-1.33062,1.819,258.2,-2.29834,1.819,258.2
-3.99185,1.817,258.4,-2.54027,1.817,258.4,-3.99185,1.817,258.4,-3.74992,1.817,258.4,-3.1451,1.817,258.4,-3.26606,1.817,258.4,12.0965,2.583,258.4,-2.29834,1.817,258.4,-1.33062,1.817,258.4,-2.29834,1.817,258.4
-3.99185,1.815,258.6,-2.66123,1.815,258.6,-3.87089,1.815,258.6,-3.62896,1.815,258.6,-3.38703,1.815,258.6,-3.38703,1.815,258.6,11.9756,2.585,258.6,-2.29834,1.815,258.6,-1.20965,1.815,258.6,-2.4193,1.815,258.6
-4.11282,1.813,258.8,-2.54027,1.813,258.8,-3.99185,1.813,258.8,-3.62896,1.813,258.8,-3.26606,1.813,258.8,-3.38703,1.813,258.8,12.0965,2.587,258.8,-2.29834,1.813,258.8,-1.20965,1.813,258.8,-2.4193,1.813,258.8
-3.99185,1.811,259,-2.54027,1.811,259,-3.99185,1.811,259,-3.74992,1.811,259,-3.26606,1.811,259,-3.38703,1.811,259,11.9756,2.589,259,-2.4193,1.811,259,-1.33062,1.811,259,-2.54027,1.811,259
-4.11282,1.809,259.2,-2.66123,1.809,259.2,-3.99185,1.809,259.2,-3.62896,1.809,259.2,-3.26606,1.809,259.2,-3.26606,1.809,259.2,12.0965,2.591,259.2,-2.54027,1.809,259.2,-1.20965,1.809,259.2,-2.4193,1.809,259.2
-4.11282,1.807,259.4,-2.54027,1.807,259.4,-3.87089,1.807,259.4,-3.74992,1.807,259.4,-3.38703,1.807,259.4,-3.38703,1.807,259.4,11.9756,2.593,259.4,-2.4193,1.807,259.4,-1.33062,1.807,259.4,-2.54027,1.807,259.4
-4.23378,1.805,259.6,-2.66123,1.805,259.6,-3.87089,1.805,259.6,-3.62896,1.805,259.6,-3.26606,1.805,259.6,-3.38703,1.805,259.6,12.2175,2.595,259.6,-2.54027,1.805,259.6,-1.33062,1.805,259.6,-2.54027,1.805,259.6
-4.11282,1.803,259.8,-2.54027,1.803,259.8,-4.11282,1.803,259.8,-3.74992,1.803,259.8,-3.26606,1.803,259.8,-3.38703,1.803,259.8,12.0965,2.597,259.8,-2.66123,1.803,259.8,-1.20965,1.803,259.8,-2.7822,1.803,259.8
-4.23378,1.801,260,-2.54027,1.801,260,-3.99185,1.801,260,-3.62896,1.801,260,-3.38703,1.801,260,-3.38703,1.801,260,12.2175,2.599,260,-2.54027,1.801,260,-1.33062,1.801,260,-2.54027,1.801,260
-4.11282,1.799,260.2,-2.66123,1.799,260.2,-3.99185,1.799,260.2,-3.62896,1.799,260.2,-3.26606,1.799,260.2,-3.26606,1.799,260.2,12.2175,2.601,260.2,-2.54027,1.799,260.2,-1.33062,1.799,260.2,-2.66123,1.799,260.2
-4.35475,1.797,260.4,-2.54027,1.797,260.4,-3.99185,1.797,260.4,-3.74992,1.797,260.4,-3.26606,1.797,260.4,-3.26606,1.797,260.4,12.0965,2.603,260.4,-2.54027,1.797,260.4,-1.20965,1.797,260.4,-2.66123,1.797,260.4
-4.23378,1.795,260.6,-2.54027,1.795,260.6,-3.99185,1.795,260.6,-3.62896,1.795,260.6,-3.26606,1.795,260.6,-3.38703,1.795,260.6,12.2175,2.605,260.6,-2.66123,1.795,260.6,-1.33062,1.795,260.6,-2.66123,1.795,260.6
-4.23378,1.793,260.8,-2.54027,1.793,260.8,-3.99185,1.793,260.8,-3.74992,1.793,260.8,-3.26606,1.793,260.8,-3.38703,1.793,260.8,12.2175,2.607,260.8,-2.66123,1.793,260.8,-1.33062,1.793,260.8,-2.90317,1.793,260.8
-4.23378,1.791,261,-2.66123,1.791,261,-4.11282,1.791,261,-3.62896,1.791,261,-3.26606,1.791,261,-3.26606,1.791,261,12.3385,2.609,261,-2.66123,1.791,261,-1.33062,1.791,261,-2.7822,1.791,261
-4.47571,1.789,261.2,-2.54027,1.789,261.2,-3.99185,1.789,261.2,-3.74992,1.789,261.2,-3.26606,1.789,261.2,-3.26606,1.789,261.2,12.3385,2.611,261.2,-2.7822,1.789,261.2,-1.33062,1.789,261.2,-2.90317,1.789,261.2
-4.23378,1.787,261.4,-2.54027,1.787,261.4,-4.11282,1.787,261.4,-3.74992,1.787,261.4,-3.26606,1.787,261.4,-3.26606,1.787,261.4,12.2175,2.613,261.4,-2.7822,1.787,261.4,-1.20965,1.787,261.4,-2.66123,1.787,261.4
-4.35475,1.785,261.6,-2.54027,1.785,261.6,-3.99185,1.785,261.6,-3.62896,1.785,261.6,-3.38703,1.785,261.6,-3.1451,1.785,261.6,12.3385,2.615,261.6,-2.7822,1.785,261.6,-1.20965,1.785,261.6,-2.90317,1.785,261.6
-4.35475,1.783,261.8,-2.54027,1.783,261.8,-3.99185,1.783,261.8,-3.62896,1.783,261.8,-3.26606,1.783,261.8,-3.26606,1.783,261.8,12.3385,2.617,261.8,-2.7822,1.783,261.8,-1.20965,1.783,261.8,-2.90317,1.783,261.8
-4.35475,1.781,262,-2.54027,1.781,262,-3.99185,1.781,262,-3.62896,1.781,262,-3.26606,1.781,262,-3.26606,1.781,262,12.3385,2.619,262,-2.90317,1.781,262,-1.20965,1.781,262,-3.02413,1.781,262
-4.35475,1.779,262.2,-2.54027,1.779,262.2,-3.99185,1.779,262.2,-3.62896,1.779,262.2,-3.26606,1.779,262.2,-3.1451,1.779,262.2,12.4594,2.621,262.2,-2.90317,1.779,262.2,-1.20965,1.779,262.2,-2.90317,1.779,262.2
-4.35475,1.777,262.4,-2.66123,1.777,262.4,-3.99185,1.777,262.4,-3.62896,1.777,262.4,-3.26606,1.777,262.4,-3.26606,1.777,262.4,12.3385,2.623,262.4,-2.90317,1.777,262.4,-1.20965,1.777,262.4,-3.02413,1.777,262.4
-4.23378,1.775,262.6,-2.54027,1.775,262.6,-3.99185,1.775,262.6,-3.62896,1.775,262.6,-3.26606,1.775,262.6,-3.1451,1.775,262.6,12.4594,2.625,262.6,-3.02413,1.775,262.6,-1.20965,1.775,262.6,-3.02413,1.775,262.6
-4.47571,1.773,262.8,-2.54027,1.773,262.8,-3.99185,1.773,262.8,-3.62896,1.773,262.8,-3.1451,1.773,262.8,-3.1451,1.773,262.8,12.4594,2.627,262.8,-2.90317,1.773,262.8,-1.20965,1.773,262.8,-3.02413,1.773,262.8
-4.47571,1.771,263,-2.54027,1.771,263,-3.99185,1.771,263,-3.62896,1.771,263,-3.1451,1.771,263,-3.1451,1.771,263,12.3385,2.629,263,-2.90317,1.771,263,-1.20965,1.771,263,-3.02413,1.771,263
-4.35475,1.769,263.2,-2.54027,1.769,263.2,-3.99185,1.769,263.2,-3.74992,1.769,263.2,-3.1451,1.769,263.2,-3.02413,1.769,263.2,12.5804,2.631,263.2,-2.90317,1.769,263.2,-1.08869,1.769,263.2,-3.02413,1.769,263.2
-4.35475,1.767,263.4,-2.54027,1.767,263.4,-3.87089,1.767,263.4,-3.62896,1.767,263.4,-3.26606,1.767,263.4,-3.1451,1.767,263.4,12.4594,2.633,263.4,-3.02413,1.767,263.4,-1.08869,1.767,263.4,-3.1451,1.767,263.4
-4.35475,1.765,263.6,-2.54027,1.765,263.6,-3.99185,1.765,263.6,-3.62896,1.765,263.6,-3.1451,1.765,263.6,-3.02413,1.765,263.6,12.5804,2.635,263.6,-3.02413,1.765,263.6,-1.08869,1.765,263.6,-3.1451,1.765,263.6
-4.47571,1.763,263.8,-2.54027,1.763,263.8,-3.99185,1.763,263.8,-3.62896,1.763,263.8,-3.26606,1.763,263.8,-3.1451,1.763,263.8,12.4594,2.637,263.8,-3.02413,1.763,263.8,-1.08869,1.763,263.8,-3.1451,1.763,263.8
-4.47571,1.761,264,-2.54027,1.761,264,-3.87089,1.761,264,-3.62896,1.761,264,-3.1451,1.761,264,-3.02413,1.761,264,12.5804,2.639,264,-3.02413,1.761,264,-1.08869,1.761,264,-3.1451,1.761,264
-4.47571,1.759,264.2,-2.54027,1.759,264.2,-3.87089,1.759,264.2,-3.62896,1.759,264.2,-3.1451,1.759,264.2,-3.1451,1.759,264.2,12.5804,2.641,264.2,-3.1451,1.759,264.2,-0.967722,1.759,264.2,-3.1451,1.759,264.2
-4.47571,1.757,264.4,-2.54027,1.757,264.4,-3.87089,1.757,264.4,-3.62896,1.757,264.4,-3.02413,1.757,264.4,-3.02413,1.757,264.4,12.5804,2.643,264.4,-3.02413,1.757,264.4,-0.967722,1.757,264.4,-3.26606,1.757,264.4
-4.59668,1.755,264.6,-2.54027,1.755,264.6,-3.99185,1.755,264.6,-3.62896,1.755,264.6,-2.90317,1.755,264.6,-3.02413,1.755,264.6,12.5804,2.645,264.6,-3.1451,1.755,264.6,-0.967722,1.755,264.6,-3.26606,1.755,264.6
-4.47571,1.753,264.8,-2.4193,1.753,264.8,-3.87089,1.753,264.8,-3.62896,1.753,264.8,-3.02413,1.753,264.8,-3.02413,1.753,264.8,12.7013,2.647,264.8,-3.1451,1.753,264.8,-0.967722,1.753,264.8,-3.26606,1.753,264.8
-4.47571,1.751,265,-2.4193,1.751,265,-3.87089,1.751,265,-3.62896,1.751,265,-3.02413,1.751,265,-3.02413,1.751,265,12.5804,2.649,265,-3.1451,1.751,265,-0.967722,1.751,265,-3.26606,1.751,265
-4.47571,1.749,265.2,-2.4193,1.749,265.2,-3.99185,1.749,265.2,-3.74992,1.749,265.2,-2.90317,1.749,265.2,-3.02413,1.749,265.2,12.8223,2.651,265.2,-3.1451,1.749,265.2,-0.846757,1.749,265.2,-3.38703,1.749,265.2
-4.47571,1.747,265.4,-2.66123,1.747,265.4,-3.87089,1.747,265.4,-3.62896,1.747,265.4,-3.02413,1.747,265.4,-3.02413,1.747,265.4,12.7013,2.653,265.4,-3.26606,1.747,265.4,-0.967722,1.747,265.4,-3.26606,1.747,265.4
-4.47571,1.745,265.6,-2.54027,1.745,265.6,-3.99185,1.745,265.6,-3.62896,1.745,265.6,-3.02413,1.745,265.6,-3.02413,1.745,265.6,12.7013,2.655,265.6,-3.26606,1.745,265.6,-0.967722,1.745,265.6,-3.38703,1.745,265.6
-4.59668,1.743,265.8,-2.4193,1.743,265.8,-3.87089,1.743,265.8,-3.62896,1.743,265.8,-2.90317,1.743,265.8,-2.90317,1.743,265.8,12.7013,2.657,265.8,-3.26606,1.743,265.8,-0.846757,1.743,265.8,-3.38703,1.743,265.8
-4.59668,1.741,266,-2.54027,1.741,266,-3.74992,1.741,266,-3.50799,1.741,266,-3.02413,1.741,266,-2.90317,1.741,266,12.7013,2.659,266,-3.1451,1.741,266,-0.967722,1.741,266,-3.50799,1.741,266
-4.59668,1.739,266.2,-2.4193,1.739,266.2,-3.87089,1.739,266.2,-3.62896,1.739,266.2,-2.90317,1.739,266.2,-2.90317,1.739,266.2,12.8223,2.661,266.2,-3.26606,1.739,266.2,-0.967722,1.739,266.2,-3.38703,1.739,266.2
